READ,ACCEPTFRND,0,37,351,1134026747663528,1134027071139250,0,GetFriends
READ,ACCEPTFRND,1,37,507,1134027071553076,1134027156903869,0,GetFriends
READ,ACCEPTFRND,2,37,55,1134027156927513,1134027217180900,0,GetFriends
READ,ACCEPTFRND,3,37,42,1134027217197571,1134027244062351,0,GetFriends
READ,ACCEPTFRND,4,37,921,1134027244076989,1134027324484880,0,GetFriends
READ,ACCEPTFRND,5,37,614,1134027324504206,1134027381019822,0,GetFriends
READ,ACCEPTFRND,6,37,135,1134027381046803,1134027404306260,0,GetFriends
READ,ACCEPTFRND,7,37,212,1134027404322681,1134027444676142,0,GetFriends
READ,ACCEPTFRND,8,37,177,1134027444693875,1134027489504446,0,GetFriends
READ,ACCEPTFRND,9,37,830,1134027489520647,1134027530793371,0,GetFriends
READ,ACCEPTFRND,10,37,51,1134027530805895,1134027573187810,0,GetFriends
READ,ACCEPTFRND,11,37,16,1134027573200915,1134027611397049,0,GetFriends
READ,ACCEPTFRND,12,37,10,1134027611404784,1134027653220287,0,GetFriends
READ,ACCEPTFRND,13,37,135,1134027653227210,1134027700273725,0,GetFriends
READ,ACCEPTFRND,14,37,12,1134027700287792,1134027737903918,0,GetFriends
READ,ACCEPTFRND,15,37,8,1134027737911552,1134027779338697,0,GetFriends
READ,ACCEPTFRND,16,37,23,1134027779347524,1134027818373054,0,GetFriends
READ,ACCEPTFRND,17,37,419,1134027818386880,1134027865970201,0,GetFriends
READ,ACCEPTFRND,18,37,25,1134027865978427,1134027901175306,0,GetFriends
READ,ACCEPTFRND,19,37,244,1134027901188741,1134027947921367,0,GetFriends
READ,ACCEPTFRND,20,37,317,1134027947935083,1134027986403448,0,GetFriends
READ,ACCEPTFRND,21,37,5,1134027986415851,1134028027427657,0,GetFriends
READ,ACCEPTFRND,22,37,25,1134028027446211,1134028065735260,0,GetFriends
READ,ACCEPTFRND,23,37,28,1134028065745128,1134028111065997,0,GetFriends
READ,ACCEPTFRND,24,37,0,1134028111083941,1134028149800962,0,GetFriends
READ,ACCEPTFRND,25,37,85,1134028149808436,1134028192492128,0,GetFriends
READ,ACCEPTFRND,26,37,17,1134028192507386,1134028230042791,0,GetFriends
READ,ACCEPTFRND,27,37,0,1134028230050997,1134028267044826,0,GetFriends
READ,ACCEPTFRND,28,37,713,1134028267069903,1134028301216451,0,GetFriends
READ,ACCEPTFRND,29,37,848,1134028301225037,1134028341271603,0,GetFriends
READ,ACCEPTFRND,30,37,28,1134028341286591,1134028381820320,0,GetFriends
READ,ACCEPTFRND,31,37,654,1134028381830729,1134028423667462,0,GetFriends
READ,ACCEPTFRND,32,37,104,1134028423684123,1134028465843351,0,GetFriends
READ,ACCEPTFRND,33,37,781,1134028465853360,1134028506605018,0,GetFriends
READ,ACCEPTFRND,34,37,294,1134028506622981,1134028547018361,0,GetFriends
READ,ACCEPTFRND,35,37,17,1134028547024462,1134028587345452,0,GetFriends
READ,ACCEPTFRND,36,37,58,1134028587356152,1134028629069254,0,GetFriends
READ,ACCEPTFRND,37,37,6,1134028629077840,1134028668297003,0,GetFriends
READ,ACCEPTFRND,38,37,67,1134028668306370,1134028707674373,0,GetFriends
READ,ACCEPTFRND,39,37,26,1134028707685904,1134028747603568,0,GetFriends
READ,ACCEPTFRND,40,37,21,1134028747612996,1134028787799233,0,GetFriends
READ,ACCEPTFRND,41,37,3,1134028787812337,1134028833014894,0,GetFriends
READ,ACCEPTFRND,42,37,173,1134028833023159,1134028875612554,0,GetFriends
READ,ACCEPTFRND,43,37,69,1134028875626951,1134028916456084,0,GetFriends
READ,ACCEPTFRND,44,37,12,1134028916465612,1134028981747581,0,GetFriends
READ,ACCEPTFRND,45,37,530,1134028981765775,1134029000286935,0,GetFriends
READ,ACCEPTFRND,46,37,53,1134029000308345,1134029014804426,0,GetFriends
READ,ACCEPTFRND,47,37,5,1134029014810347,1134029073919628,0,GetFriends
READ,ACCEPTFRND,48,37,509,1134029073950195,1134029117921973,0,GetFriends
READ,ACCEPTFRND,49,37,200,1134029117929978,1134029154437895,0,GetFriends
READ,ACCEPTFRND,50,37,680,1134029154450870,1134029193839862,0,GetFriends
READ,ACCEPTFRND,51,37,207,1134029193847436,1134029234465523,0,GetFriends
READ,ACCEPTFRND,52,37,17,1134029234473628,1134029286310749,0,GetFriends
READ,ACCEPTFRND,53,37,442,1134029286317612,1134029326935599,0,GetFriends
READ,ACCEPTFRND,54,37,46,1134029326941299,1134029368729040,0,GetFriends
READ,ACCEPTFRND,55,37,97,1134029368742786,1134029410690377,0,GetFriends
READ,ACCEPTFRND,56,37,806,1134029410701067,1134029454064113,0,GetFriends
READ,ACCEPTFRND,57,37,776,1134029454070806,1134029493516785,0,GetFriends
READ,ACCEPTFRND,58,37,731,1134029493525250,1134029533427926,0,GetFriends
READ,ACCEPTFRND,59,37,64,1134029533435941,1134029574001369,0,GetFriends
READ,ACCEPTFRND,60,37,2,1134029574012821,1134029615608091,0,GetFriends
READ,ACCEPTFRND,61,37,67,1134029615619913,1134029655978614,0,GetFriends
READ,ACCEPTFRND,62,37,81,1134029656031283,1134029697606034,0,GetFriends
READ,ACCEPTFRND,63,37,393,1134029697613077,1134029735799093,0,GetFriends
READ,ACCEPTFRND,64,37,246,1134029735805655,1134029779290719,0,GetFriends
READ,ACCEPTFRND,65,37,0,1134029779297232,1134029821144254,0,GetFriends
READ,ACCEPTFRND,66,37,5,1134029821153361,1134029861665439,0,GetFriends
READ,ACCEPTFRND,67,37,185,1134029861680578,1134029903552537,0,GetFriends
READ,ACCEPTFRND,68,37,71,1134029903561925,1134029945237856,0,GetFriends
READ,ACCEPTFRND,69,37,3,1134029945248235,1134029984872609,0,GetFriends
READ,ACCEPTFRND,70,37,759,1134029984878340,1134030023630567,0,GetFriends
